Entity,Code,Date,Total confirmed deaths
Belarus,BLR,2-Mar-20,0
Belarus,BLR,4-Mar-20,0
Belarus,BLR,5-Mar-20,0
Belarus,BLR,11-Mar-20,0
Belarus,BLR,12-Mar-20,0
Belarus,BLR,13-Mar-20,0
Belarus,BLR,16-Mar-20,0
Belarus,BLR,17-Mar-20,0
Belarus,BLR,18-Mar-20,0
Belarus,BLR,19-Mar-20,0
Belarus,BLR,20-Mar-20,0
Belarus,BLR,21-Mar-20,0
Belarus,BLR,22-Mar-20,0
Belarus,BLR,23-Mar-20,0
Belarus,BLR,24-Mar-20,0
Belarus,BLR,25-Mar-20,0
Belgium,BEL,31-Dec-19,0
Belgium,BEL,1-Jan-20,0
Belgium,BEL,2-Jan-20,0
Belgium,BEL,3-Jan-20,0
Belgium,BEL,4-Jan-20,0
Belgium,BEL,5-Jan-20,0
Belgium,BEL,6-Jan-20,0
Belgium,BEL,7-Jan-20,0
Belgium,BEL,8-Jan-20,0
Belgium,BEL,9-Jan-20,0
Belgium,BEL,10-Jan-20,0
Belgium,BEL,11-Jan-20,0
Belgium,BEL,12-Jan-20,0
Belgium,BEL,13-Jan-20,0
Belgium,BEL,14-Jan-20,0
Belgium,BEL,15-Jan-20,0
Belgium,BEL,16-Jan-20,0
Belgium,BEL,17-Jan-20,0
Belgium,BEL,18-Jan-20,0
Belgium,BEL,19-Jan-20,0
Belgium,BEL,20-Jan-20,0
Belgium,BEL,21-Jan-20,0
Belgium,BEL,22-Jan-20,0
Belgium,BEL,23-Jan-20,0
Belgium,BEL,24-Jan-20,0
Belgium,BEL,25-Jan-20,0
Belgium,BEL,26-Jan-20,0
Belgium,BEL,27-Jan-20,0
Belgium,BEL,28-Jan-20,0
Belgium,BEL,29-Jan-20,0
Belgium,BEL,30-Jan-20,0
Belgium,BEL,31-Jan-20,0
Belgium,BEL,1-Feb-20,0
Belgium,BEL,2-Feb-20,0
Belgium,BEL,3-Feb-20,0
Belgium,BEL,4-Feb-20,0
Belgium,BEL,5-Feb-20,0
Belgium,BEL,6-Feb-20,0
Belgium,BEL,7-Feb-20,0
Belgium,BEL,8-Feb-20,0
Belgium,BEL,9-Feb-20,0
Belgium,BEL,10-Feb-20,0
Belgium,BEL,11-Feb-20,0
Belgium,BEL,12-Feb-20,0
Belgium,BEL,13-Feb-20,0
Belgium,BEL,14-Feb-20,0
Belgium,BEL,15-Feb-20,0
Belgium,BEL,16-Feb-20,0
Belgium,BEL,17-Feb-20,0
Belgium,BEL,18-Feb-20,0
Belgium,BEL,19-Feb-20,0
Belgium,BEL,20-Feb-20,0
Belgium,BEL,21-Feb-20,0
Belgium,BEL,22-Feb-20,0
Belgium,BEL,23-Feb-20,0
Belgium,BEL,24-Feb-20,0
Belgium,BEL,25-Feb-20,0
Belgium,BEL,26-Feb-20,0
Belgium,BEL,27-Feb-20,0
Belgium,BEL,28-Feb-20,0
Belgium,BEL,29-Feb-20,0
Belgium,BEL,1-Mar-20,0
Belgium,BEL,2-Mar-20,0
Belgium,BEL,3-Mar-20,0
Belgium,BEL,4-Mar-20,0
Belgium,BEL,5-Mar-20,0
Belgium,BEL,6-Mar-20,0
Belgium,BEL,7-Mar-20,0
Belgium,BEL,8-Mar-20,0
Belgium,BEL,9-Mar-20,0
Belgium,BEL,10-Mar-20,0
Belgium,BEL,11-Mar-20,0
Belgium,BEL,12-Mar-20,3
Belgium,BEL,13-Mar-20,3
Belgium,BEL,14-Mar-20,3
Belgium,BEL,15-Mar-20,4
Belgium,BEL,16-Mar-20,4
Belgium,BEL,17-Mar-20,5
Belgium,BEL,18-Mar-20,5
Belgium,BEL,19-Mar-20,14
Belgium,BEL,20-Mar-20,21
Belgium,BEL,21-Mar-20,37
Belgium,BEL,22-Mar-20,67
Belgium,BEL,23-Mar-20,75
Belgium,BEL,24-Mar-20,88
Belgium,BEL,25-Mar-20,122
Belize,BLZ,24-Mar-20,0
Belize,BLZ,25-Mar-20,0
Benin,BEN,17-Mar-20,0
Benin,BEN,18-Mar-20,0
Benin,BEN,19-Mar-20,0
Benin,BEN,20-Mar-20,0
Benin,BEN,21-Mar-20,0
Benin,BEN,22-Mar-20,0
Benin,BEN,23-Mar-20,0
Benin,BEN,24-Mar-20,0
Benin,BEN,25-Mar-20,0
Bermuda,BMU,20-Mar-20,0
Bermuda,BMU,21-Mar-20,0
Bermuda,BMU,22-Mar-20,0
Bermuda,BMU,23-Mar-20,0
Bermuda,BMU,24-Mar-20,0
Bermuda,BMU,25-Mar-20,0
Bhutan,BTN,6-Mar-20,0
Bhutan,BTN,13-Mar-20,0
Bhutan,BTN,15-Mar-20,0
Bhutan,BTN,17-Mar-20,0
Bhutan,BTN,18-Mar-20,0
Bhutan,BTN,19-Mar-20,0
Bhutan,BTN,20-Mar-20,0
Bhutan,BTN,21-Mar-20,0
Bhutan,BTN,22-Mar-20,0
Bhutan,BTN,23-Mar-20,0
Bhutan,BTN,24-Mar-20,0
Bhutan,BTN,25-Mar-20,0
Bolivia,BOL,12-Mar-20,0
Bolivia,BOL,13-Mar-20,0
Bolivia,BOL,14-Mar-20,0
Bolivia,BOL,15-Mar-20,0
Bolivia,BOL,17-Mar-20,0
Bolivia,BOL,18-Mar-20,0
Bolivia,BOL,19-Mar-20,0
Bolivia,BOL,20-Mar-20,0
Bolivia,BOL,21-Mar-20,0
Bolivia,BOL,22-Mar-20,0
Bolivia,BOL,23-Mar-20,0
Bolivia,BOL,24-Mar-20,0
Bolivia,BOL,25-Mar-20,0
Bosnia and Herzegovina,BIH,6-Mar-20,0
Bosnia and Herzegovina,BIH,12-Mar-20,0
Bosnia and Herzegovina,BIH,13-Mar-20,0
Bosnia and Herzegovina,BIH,16-Mar-20,0
Bosnia and Herzegovina,BIH,17-Mar-20,0
Bosnia and Herzegovina,BIH,18-Mar-20,0
Bosnia and Herzegovina,BIH,19-Mar-20,0
Bosnia and Herzegovina,BIH,20-Mar-20,0
Bosnia and Herzegovina,BIH,21-Mar-20,0
Bosnia and Herzegovina,BIH,22-Mar-20,1
Bosnia and Herzegovina,BIH,23-Mar-20,1
Bosnia and Herzegovina,BIH,24-Mar-20,1
Bosnia and Herzegovina,BIH,25-Mar-20,2
Brazil,BRA,31-Dec-19,0
Brazil,BRA,1-Jan-20,0
Brazil,BRA,2-Jan-20,0
Brazil,BRA,3-Jan-20,0
Brazil,BRA,4-Jan-20,0
Brazil,BRA,5-Jan-20,0
Brazil,BRA,6-Jan-20,0
Brazil,BRA,7-Jan-20,0
Brazil,BRA,8-Jan-20,0
Brazil,BRA,9-Jan-20,0
Brazil,BRA,10-Jan-20,0
Brazil,BRA,11-Jan-20,0
Brazil,BRA,12-Jan-20,0
Brazil,BRA,13-Jan-20,0
Brazil,BRA,14-Jan-20,0
Brazil,BRA,15-Jan-20,0
Brazil,BRA,16-Jan-20,0
Brazil,BRA,17-Jan-20,0
Brazil,BRA,18-Jan-20,0
Brazil,BRA,19-Jan-20,0
Brazil,BRA,20-Jan-20,0
Brazil,BRA,21-Jan-20,0
Brazil,BRA,22-Jan-20,0
Brazil,BRA,23-Jan-20,0
Brazil,BRA,24-Jan-20,0
Brazil,BRA,25-Jan-20,0
Brazil,BRA,26-Jan-20,0
Brazil,BRA,27-Jan-20,0
Brazil,BRA,28-Jan-20,0
Brazil,BRA,29-Jan-20,0
Brazil,BRA,30-Jan-20,0
Brazil,BRA,31-Jan-20,0
Brazil,BRA,1-Feb-20,0
Brazil,BRA,2-Feb-20,0
Brazil,BRA,3-Feb-20,0
Brazil,BRA,4-Feb-20,0
Brazil,BRA,5-Feb-20,0
Brazil,BRA,6-Feb-20,0
Brazil,BRA,7-Feb-20,0
Brazil,BRA,8-Feb-20,0
Brazil,BRA,9-Feb-20,0
Brazil,BRA,10-Feb-20,0
Brazil,BRA,11-Feb-20,0
Brazil,BRA,12-Feb-20,0
Brazil,BRA,13-Feb-20,0
Brazil,BRA,14-Feb-20,0
Brazil,BRA,15-Feb-20,0
Brazil,BRA,16-Feb-20,0
Brazil,BRA,17-Feb-20,0
Brazil,BRA,18-Feb-20,0
Brazil,BRA,19-Feb-20,0
Brazil,BRA,20-Feb-20,0
Brazil,BRA,21-Feb-20,0
Brazil,BRA,22-Feb-20,0
Brazil,BRA,23-Feb-20,0
Brazil,BRA,24-Feb-20,0
Brazil,BRA,25-Feb-20,0
Brazil,BRA,26-Feb-20,0
Brazil,BRA,27-Feb-20,0
Brazil,BRA,28-Feb-20,0
Brazil,BRA,29-Feb-20,0
Brazil,BRA,1-Mar-20,0
Brazil,BRA,2-Mar-20,0
Brazil,BRA,5-Mar-20,0
Brazil,BRA,6-Mar-20,0
Brazil,BRA,7-Mar-20,0
Brazil,BRA,8-Mar-20,0
Brazil,BRA,9-Mar-20,0
Brazil,BRA,11-Mar-20,0
Brazil,BRA,12-Mar-20,0
Brazil,BRA,13-Mar-20,0
Brazil,BRA,14-Mar-20,0
Brazil,BRA,15-Mar-20,0
Brazil,BRA,16-Mar-20,0
Brazil,BRA,17-Mar-20,0
Brazil,BRA,18-Mar-20,1
Brazil,BRA,19-Mar-20,4
Brazil,BRA,20-Mar-20,6
Brazil,BRA,21-Mar-20,11
Brazil,BRA,22-Mar-20,18
Brazil,BRA,23-Mar-20,25
Brazil,BRA,24-Mar-20,34
Brazil,BRA,25-Mar-20,46
Brunei,BRN,10-Mar-20,0
Brunei,BRN,12-Mar-20,0
Brunei,BRN,13-Mar-20,0
Brunei,BRN,14-Mar-20,0
Brunei,BRN,15-Mar-20,0
Brunei,BRN,16-Mar-20,0
Brunei,BRN,17-Mar-20,0
Brunei,BRN,18-Mar-20,0
Brunei,BRN,19-Mar-20,0
Brunei,BRN,20-Mar-20,0
Brunei,BRN,21-Mar-20,0
Brunei,BRN,22-Mar-20,0
Brunei,BRN,23-Mar-20,0
Brunei,BRN,24-Mar-20,0
Brunei,BRN,25-Mar-20,0
Bulgaria,BGR,8-Mar-20,0
Bulgaria,BGR,9-Mar-20,0
Bulgaria,BGR,12-Mar-20,1
Bulgaria,BGR,13-Mar-20,1
Bulgaria,BGR,14-Mar-20,1
Bulgaria,BGR,15-Mar-20,2
Bulgaria,BGR,16-Mar-20,2
Bulgaria,BGR,17-Mar-20,2
Bulgaria,BGR,18-Mar-20,2
Bulgaria,BGR,19-Mar-20,2
Bulgaria,BGR,20-Mar-20,3
Bulgaria,BGR,21-Mar-20,3
Bulgaria,BGR,22-Mar-20,3
Bulgaria,BGR,23-Mar-20,3
Bulgaria,BGR,24-Mar-20,3
Bulgaria,BGR,25-Mar-20,3
Burkina Faso,BFA,11-Mar-20,0
Burkina Faso,BFA,12-Mar-20,0
Burkina Faso,BFA,15-Mar-20,0
Burkina Faso,BFA,16-Mar-20,0
Burkina Faso,BFA,17-Mar-20,0
Burkina Faso,BFA,18-Mar-20,0
Burkina Faso,BFA,19-Mar-20,1
Burkina Faso,BFA,20-Mar-20,1
Burkina Faso,BFA,21-Mar-20,1
Burkina Faso,BFA,22-Mar-20,3
Burkina Faso,BFA,23-Mar-20,3
Burkina Faso,BFA,24-Mar-20,3
Burkina Faso,BFA,25-Mar-20,3
Cambodia,KHM,31-Dec-19,0
Cambodia,KHM,1-Jan-20,0
Cambodia,KHM,2-Jan-20,0
Cambodia,KHM,3-Jan-20,0
Cambodia,KHM,4-Jan-20,0
Cambodia,KHM,5-Jan-20,0
Cambodia,KHM,6-Jan-20,0
Cambodia,KHM,7-Jan-20,0
Cambodia,KHM,8-Jan-20,0
Cambodia,KHM,9-Jan-20,0
Cambodia,KHM,10-Jan-20,0
Cambodia,KHM,11-Jan-20,0
Cambodia,KHM,12-Jan-20,0
Cambodia,KHM,13-Jan-20,0
Cambodia,KHM,14-Jan-20,0
Cambodia,KHM,15-Jan-20,0
Cambodia,KHM,16-Jan-20,0
Cambodia,KHM,17-Jan-20,0
Cambodia,KHM,18-Jan-20,0
Cambodia,KHM,19-Jan-20,0
Cambodia,KHM,20-Jan-20,0
Cambodia,KHM,21-Jan-20,0
Cambodia,KHM,22-Jan-20,0
Cambodia,KHM,23-Jan-20,0
Cambodia,KHM,24-Jan-20,0
Cambodia,KHM,25-Jan-20,0
Cambodia,KHM,26-Jan-20,0
Cambodia,KHM,27-Jan-20,0
Cambodia,KHM,28-Jan-20,0
Cambodia,KHM,29-Jan-20,0
Cambodia,KHM,30-Jan-20,0
Cambodia,KHM,31-Jan-20,0
Cambodia,KHM,1-Feb-20,0
Cambodia,KHM,2-Feb-20,0
Cambodia,KHM,3-Feb-20,0
Cambodia,KHM,4-Feb-20,0
Cambodia,KHM,5-Feb-20,0
Cambodia,KHM,6-Feb-20,0
Cambodia,KHM,7-Feb-20,0
Cambodia,KHM,8-Feb-20,0
Cambodia,KHM,9-Feb-20,0
Cambodia,KHM,10-Feb-20,0
Cambodia,KHM,11-Feb-20,0
Cambodia,KHM,12-Feb-20,0
Cambodia,KHM,13-Feb-20,0
Cambodia,KHM,14-Feb-20,0
Cambodia,KHM,15-Feb-20,0
Cambodia,KHM,16-Feb-20,0
Cambodia,KHM,17-Feb-20,0
Cambodia,KHM,18-Feb-20,0
Cambodia,KHM,19-Feb-20,0
Cambodia,KHM,20-Feb-20,0
Cambodia,KHM,21-Feb-20,0
Cambodia,KHM,22-Feb-20,0
Cambodia,KHM,23-Feb-20,0
Cambodia,KHM,24-Feb-20,0
Cambodia,KHM,25-Feb-20,0
Cambodia,KHM,26-Feb-20,0
Cambodia,KHM,27-Feb-20,0
Cambodia,KHM,28-Feb-20,0
Cambodia,KHM,29-Feb-20,0
Cambodia,KHM,1-Mar-20,0
Cambodia,KHM,2-Mar-20,0
Cambodia,KHM,8-Mar-20,0
Cambodia,KHM,12-Mar-20,0
Cambodia,KHM,13-Mar-20,0
Cambodia,KHM,15-Mar-20,0
Cambodia,KHM,16-Mar-20,0
Cambodia,KHM,17-Mar-20,0
Cambodia,KHM,18-Mar-20,0
Cambodia,KHM,19-Mar-20,0
Cambodia,KHM,20-Mar-20,0
Cambodia,KHM,21-Mar-20,0
Cambodia,KHM,22-Mar-20,0
Cambodia,KHM,23-Mar-20,0
Cambodia,KHM,24-Mar-20,0
Cambodia,KHM,25-Mar-20,0
Cameroon,CMR,7-Mar-20,0
Cameroon,CMR,9-Mar-20,0
Cameroon,CMR,15-Mar-20,0
Cameroon,CMR,16-Mar-20,0
Cameroon,CMR,17-Mar-20,0
Cameroon,CMR,18-Mar-20,0
Cameroon,CMR,19-Mar-20,0
Cameroon,CMR,20-Mar-20,0
Cameroon,CMR,21-Mar-20,0
Cameroon,CMR,22-Mar-20,0
Cameroon,CMR,23-Mar-20,0
Cameroon,CMR,24-Mar-20,0
Cameroon,CMR,25-Mar-20,1
Canada,CAN,31-Dec-19,0
Canada,CAN,1-Jan-20,0
Canada,CAN,2-Jan-20,0
Canada,CAN,3-Jan-20,0
Canada,CAN,4-Jan-20,0
Canada,CAN,5-Jan-20,0
Canada,CAN,6-Jan-20,0
Canada,CAN,7-Jan-20,0
Canada,CAN,8-Jan-20,0
Canada,CAN,9-Jan-20,0
Canada,CAN,10-Jan-20,0
Canada,CAN,11-Jan-20,0
Canada,CAN,12-Jan-20,0
Canada,CAN,13-Jan-20,0
Canada,CAN,14-Jan-20,0
Canada,CAN,15-Jan-20,0
Canada,CAN,16-Jan-20,0
Canada,CAN,17-Jan-20,0
Canada,CAN,18-Jan-20,0
Canada,CAN,19-Jan-20,0
Canada,CAN,20-Jan-20,0
Canada,CAN,21-Jan-20,0
Canada,CAN,22-Jan-20,0
Canada,CAN,23-Jan-20,0
Canada,CAN,24-Jan-20,0
Canada,CAN,25-Jan-20,0
Canada,CAN,26-Jan-20,0
Canada,CAN,27-Jan-20,0
Canada,CAN,28-Jan-20,0
Canada,CAN,29-Jan-20,0
Canada,CAN,30-Jan-20,0
Canada,CAN,31-Jan-20,0
Canada,CAN,1-Feb-20,0
Canada,CAN,2-Feb-20,0
Canada,CAN,3-Feb-20,0
Canada,CAN,4-Feb-20,0
Canada,CAN,5-Feb-20,0
Canada,CAN,6-Feb-20,0
Canada,CAN,7-Feb-20,0
Canada,CAN,8-Feb-20,0
Canada,CAN,9-Feb-20,0
Canada,CAN,10-Feb-20,0
Canada,CAN,11-Feb-20,0
Canada,CAN,12-Feb-20,0
Canada,CAN,13-Feb-20,0
Canada,CAN,14-Feb-20,0
Canada,CAN,15-Feb-20,0
Canada,CAN,16-Feb-20,0
Canada,CAN,17-Feb-20,0
Canada,CAN,18-Feb-20,0
Canada,CAN,19-Feb-20,0
Canada,CAN,20-Feb-20,0
Canada,CAN,21-Feb-20,0
Canada,CAN,22-Feb-20,0
Canada,CAN,23-Feb-20,0
Canada,CAN,24-Feb-20,0
Canada,CAN,25-Feb-20,0
Canada,CAN,26-Feb-20,0
Canada,CAN,27-Feb-20,0
Canada,CAN,28-Feb-20,0
Canada,CAN,29-Feb-20,0
Canada,CAN,1-Mar-20,0
Canada,CAN,2-Mar-20,0
Canada,CAN,3-Mar-20,0
Canada,CAN,4-Mar-20,0
Canada,CAN,5-Mar-20,0
Canada,CAN,6-Mar-20,0
Canada,CAN,7-Mar-20,0
Canada,CAN,8-Mar-20,0
Canada,CAN,9-Mar-20,0
Canada,CAN,10-Mar-20,1
Canada,CAN,11-Mar-20,1
Canada,CAN,12-Mar-20,1
Canada,CAN,13-Mar-20,1
Canada,CAN,14-Mar-20,1
Canada,CAN,15-Mar-20,1
Canada,CAN,16-Mar-20,1
Canada,CAN,17-Mar-20,4
Canada,CAN,18-Mar-20,8
Canada,CAN,19-Mar-20,9
Canada,CAN,20-Mar-20,10
Canada,CAN,21-Mar-20,12
Canada,CAN,22-Mar-20,13
Canada,CAN,23-Mar-20,18
Canada,CAN,24-Mar-20,24
Canada,CAN,25-Mar-20,27
Cape Verde,CPV,21-Mar-20,0
Cape Verde,CPV,22-Mar-20,0
Cape Verde,CPV,23-Mar-20,0
Cape Verde,CPV,24-Mar-20,0
Cape Verde,CPV,25-Mar-20,1
Cayman Islands,CYM,20-Mar-20,0
Cayman Islands,CYM,21-Mar-20,1
Cayman Islands,CYM,22-Mar-20,1
Cayman Islands,CYM,23-Mar-20,1
Cayman Islands,CYM,24-Mar-20,1
Cayman Islands,CYM,25-Mar-20,1
Central African Republic,CAF,16-Mar-20,0
Central African Republic,CAF,17-Mar-20,0
Central African Republic,CAF,18-Mar-20,0
Central African Republic,CAF,19-Mar-20,0
Central African Republic,CAF,20-Mar-20,0
Central African Republic,CAF,21-Mar-20,0
Central African Republic,CAF,22-Mar-20,0
Central African Republic,CAF,23-Mar-20,0
Central African Republic,CAF,24-Mar-20,0
Central African Republic,CAF,25-Mar-20,0
Chad,TCD,20-Mar-20,0
Chad,TCD,21-Mar-20,0
Chad,TCD,22-Mar-20,0
Chad,TCD,23-Mar-20,0
Chad,TCD,24-Mar-20,0
Chad,TCD,25-Mar-20,0
Chile,CHL,4-Mar-20,0
Chile,CHL,5-Mar-20,0
Chile,CHL,6-Mar-20,0
Chile,CHL,7-Mar-20,0
Chile,CHL,9-Mar-20,0
Chile,CHL,10-Mar-20,0
Chile,CHL,11-Mar-20,0
Chile,CHL,12-Mar-20,0
Chile,CHL,13-Mar-20,0
Chile,CHL,14-Mar-20,0
Chile,CHL,15-Mar-20,0
Chile,CHL,16-Mar-20,0
Chile,CHL,17-Mar-20,0
Chile,CHL,18-Mar-20,0
Chile,CHL,19-Mar-20,0
Chile,CHL,20-Mar-20,0
Chile,CHL,21-Mar-20,0
Chile,CHL,22-Mar-20,0
Chile,CHL,23-Mar-20,1
Chile,CHL,24-Mar-20,2
Chile,CHL,25-Mar-20,2
China,CHN,31-Dec-19,0
China,CHN,1-Jan-20,0
China,CHN,2-Jan-20,0
China,CHN,3-Jan-20,0
China,CHN,4-Jan-20,0
China,CHN,5-Jan-20,0
China,CHN,6-Jan-20,0
China,CHN,7-Jan-20,0
China,CHN,8-Jan-20,0
China,CHN,9-Jan-20,0
China,CHN,10-Jan-20,0
China,CHN,11-Jan-20,1
China,CHN,12-Jan-20,1
China,CHN,13-Jan-20,1
China,CHN,14-Jan-20,1
China,CHN,15-Jan-20,2
China,CHN,16-Jan-20,2
China,CHN,17-Jan-20,2
China,CHN,18-Jan-20,2
China,CHN,19-Jan-20,3
China,CHN,20-Jan-20,3
China,CHN,21-Jan-20,6
China,CHN,22-Jan-20,17
China,CHN,23-Jan-20,17
China,CHN,24-Jan-20,26
China,CHN,25-Jan-20,41
China,CHN,26-Jan-20,56
China,CHN,27-Jan-20,81
China,CHN,28-Jan-20,106
China,CHN,29-Jan-20,132
China,CHN,30-Jan-20,170
China,CHN,31-Jan-20,213
China,CHN,1-Feb-20,259
China,CHN,2-Feb-20,304
China,CHN,3-Feb-20,361
China,CHN,4-Feb-20,426
China,CHN,5-Feb-20,492
China,CHN,6-Feb-20,564
China,CHN,7-Feb-20,637
China,CHN,8-Feb-20,723
China,CHN,9-Feb-20,812
China,CHN,10-Feb-20,909
China,CHN,11-Feb-20,1017
China,CHN,12-Feb-20,1114
China,CHN,13-Feb-20,1368
China,CHN,14-Feb-20,1381
China,CHN,15-Feb-20,1524
China,CHN,16-Feb-20,1666
China,CHN,17-Feb-20,1771
China,CHN,18-Feb-20,1869
China,CHN,19-Feb-20,2008
China,CHN,20-Feb-20,2120
China,CHN,21-Feb-20,2238
China,CHN,22-Feb-20,2347
China,CHN,23-Feb-20,2445
China,CHN,24-Feb-20,2595
China,CHN,25-Feb-20,2665
China,CHN,26-Feb-20,2717
China,CHN,27-Feb-20,2746
China,CHN,28-Feb-20,2790
China,CHN,29-Feb-20,2837
China,CHN,1-Mar-20,2872
China,CHN,2-Mar-20,2914
China,CHN,3-Mar-20,2946
China,CHN,4-Mar-20,2983
China,CHN,5-Mar-20,3014
China,CHN,6-Mar-20,3044
China,CHN,7-Mar-20,3072
China,CHN,8-Mar-20,3099
China,CHN,9-Mar-20,3122
China,CHN,10-Mar-20,3139
China,CHN,11-Mar-20,3161
China,CHN,12-Mar-20,3172
China,CHN,13-Mar-20,3179
China,CHN,14-Mar-20,3194
China,CHN,15-Mar-20,3203
China,CHN,16-Mar-20,3217
China,CHN,17-Mar-20,3226
China,CHN,18-Mar-20,3242
China,CHN,19-Mar-20,3250
China,CHN,20-Mar-20,3254
China,CHN,21-Mar-20,3261
China,CHN,22-Mar-20,3267
China,CHN,23-Mar-20,3276
China,CHN,24-Mar-20,3283
China,CHN,25-Mar-20,3287
Colombia,COL,7-Mar-20,0
Colombia,COL,10-Mar-20,0
Colombia,COL,12-Mar-20,0
Colombia,COL,14-Mar-20,0
Colombia,COL,15-Mar-20,0
Colombia,COL,16-Mar-20,0
Colombia,COL,17-Mar-20,0
Colombia,COL,18-Mar-20,0
Colombia,COL,19-Mar-20,0
Colombia,COL,20-Mar-20,0
Colombia,COL,21-Mar-20,0
Colombia,COL,22-Mar-20,1
Colombia,COL,23-Mar-20,2
Colombia,COL,24-Mar-20,3
Colombia,COL,25-Mar-20,3
Congo,COG,16-Mar-20,0
Congo,COG,17-Mar-20,0
Congo,COG,18-Mar-20,0
Congo,COG,19-Mar-20,0
Congo,COG,20-Mar-20,0
Congo,COG,21-Mar-20,0
Congo,COG,22-Mar-20,0
Congo,COG,23-Mar-20,0
Congo,COG,24-Mar-20,0
Congo,COG,25-Mar-20,0
Costa Rica,CRI,7-Mar-20,0
Costa Rica,CRI,9-Mar-20,0
Costa Rica,CRI,10-Mar-20,0
Costa Rica,CRI,11-Mar-20,0
Costa Rica,CRI,12-Mar-20,0
Costa Rica,CRI,13-Mar-20,0
Costa Rica,CRI,14-Mar-20,0
Costa Rica,CRI,15-Mar-20,0
Costa Rica,CRI,16-Mar-20,0
Costa Rica,CRI,17-Mar-20,0
Costa Rica,CRI,18-Mar-20,0
Costa Rica,CRI,19-Mar-20,1
Costa Rica,CRI,20-Mar-20,1
Costa Rica,CRI,21-Mar-20,2
Costa Rica,CRI,22-Mar-20,2
Costa Rica,CRI,23-Mar-20,2
Costa Rica,CRI,24-Mar-20,2
Costa Rica,CRI,25-Mar-20,2
Cote d'Ivoire,CIV,12-Mar-20,0
Cote d'Ivoire,CIV,15-Mar-20,0
Cote d'Ivoire,CIV,16-Mar-20,0
Cote d'Ivoire,CIV,17-Mar-20,0
Cote d'Ivoire,CIV,18-Mar-20,0
Cote d'Ivoire,CIV,19-Mar-20,0
Cote d'Ivoire,CIV,20-Mar-20,0
Cote d'Ivoire,CIV,21-Mar-20,0
Cote d'Ivoire,CIV,22-Mar-20,0
Cote d'Ivoire,CIV,23-Mar-20,0
Cote d'Ivoire,CIV,24-Mar-20,0
Cote d'Ivoire,CIV,25-Mar-20,0
Croatia,HRV,31-Dec-19,0
Croatia,HRV,1-Jan-20,0
Croatia,HRV,2-Jan-20,0
Croatia,HRV,3-Jan-20,0
Croatia,HRV,4-Jan-20,0
Croatia,HRV,5-Jan-20,0
Croatia,HRV,6-Jan-20,0
Croatia,HRV,7-Jan-20,0
Croatia,HRV,8-Jan-20,0
Croatia,HRV,9-Jan-20,0
Croatia,HRV,10-Jan-20,0
Croatia,HRV,11-Jan-20,0
Croatia,HRV,12-Jan-20,0
Croatia,HRV,13-Jan-20,0
Croatia,HRV,14-Jan-20,0
Croatia,HRV,15-Jan-20,0
Croatia,HRV,16-Jan-20,0
Croatia,HRV,17-Jan-20,0
Croatia,HRV,18-Jan-20,0
Croatia,HRV,19-Jan-20,0
Croatia,HRV,20-Jan-20,0
Croatia,HRV,21-Jan-20,0
Croatia,HRV,22-Jan-20,0
Croatia,HRV,23-Jan-20,0
Croatia,HRV,24-Jan-20,0
Croatia,HRV,25-Jan-20,0
Croatia,HRV,26-Jan-20,0
Croatia,HRV,27-Jan-20,0
Croatia,HRV,28-Jan-20,0
Croatia,HRV,29-Jan-20,0
Croatia,HRV,30-Jan-20,0
Croatia,HRV,31-Jan-20,0
Croatia,HRV,1-Feb-20,0
Croatia,HRV,2-Feb-20,0
Croatia,HRV,3-Feb-20,0
Croatia,HRV,4-Feb-20,0
Croatia,HRV,5-Feb-20,0
Croatia,HRV,6-Feb-20,0
Croatia,HRV,7-Feb-20,0
Croatia,HRV,8-Feb-20,0
Croatia,HRV,9-Feb-20,0
Croatia,HRV,10-Feb-20,0
Croatia,HRV,11-Feb-20,0
Croatia,HRV,12-Feb-20,0
Croatia,HRV,13-Feb-20,0
Croatia,HRV,14-Feb-20,0
Croatia,HRV,15-Feb-20,0
Croatia,HRV,16-Feb-20,0
Croatia,HRV,17-Feb-20,0
Croatia,HRV,18-Feb-20,0
Croatia,HRV,19-Feb-20,0
Croatia,HRV,20-Feb-20,0
Croatia,HRV,21-Feb-20,0
Croatia,HRV,22-Feb-20,0
Croatia,HRV,23-Feb-20,0
Croatia,HRV,24-Feb-20,0
Croatia,HRV,25-Feb-20,0
Croatia,HRV,26-Feb-20,0
Croatia,HRV,27-Feb-20,0
Croatia,HRV,28-Feb-20,0
Croatia,HRV,29-Feb-20,0
Croatia,HRV,1-Mar-20,0
Croatia,HRV,2-Mar-20,0
Croatia,HRV,3-Mar-20,0
Croatia,HRV,4-Mar-20,0
Croatia,HRV,6-Mar-20,0
Croatia,HRV,7-Mar-20,0
Croatia,HRV,8-Mar-20,0
Croatia,HRV,11-Mar-20,0
Croatia,HRV,12-Mar-20,0
Croatia,HRV,13-Mar-20,0
Croatia,HRV,14-Mar-20,0
Croatia,HRV,15-Mar-20,0
Croatia,HRV,16-Mar-20,0
Croatia,HRV,17-Mar-20,0
Croatia,HRV,18-Mar-20,0
Croatia,HRV,19-Mar-20,0
Croatia,HRV,20-Mar-20,0
Croatia,HRV,21-Mar-20,0
Croatia,HRV,22-Mar-20,0
Croatia,HRV,23-Mar-20,0
Croatia,HRV,24-Mar-20,0
